Gene Symbol	Gene ID	
CREBL1	-	
WDR91	100524054	
C12ORF32	-	
HDAC9	100516821	
NAP1L5	100616076	
EPN3	100512679	
U6	-	
SNORND104	-	
TPH2	100627725	
MSN	494458	
PPP1CB	397378	
FBXL12	100513198	
ZFX	397294	
C19ORF63	-	
ACTR8	100154005	
ARFGEF2	100523757	
JUP	397592	
SIX2	-	
SRGAP2	100518625	
SNORD14	-	
AHI1	100514806	
TTC35	-	
PRPF18	100513617	
SLC25A14	-	
U6	-	
OR11H6	-	
C10ORF116	-	
SNAP29	100154733	
PPP1R3B	-	
C1GALT1C1	100511613	
RSRC2	100154492	
SIPA1L3	-	
HNF-4ALPHA	-	
PPM1J	102162031; 100520904	
SERPINA6	396736	
U6	-	
MTSS1	-	
DMC1	100522866	
PLS1	-	
CTBS	100523254	
TRPM7	100169932	
TMEM220	100518038	
SNORA29	-	
CTDSPL	100517189	
U6	-	
ODF3B	100517096	
U6	-	
EMILIN2	100523615; 100522875	
UBR3	100521299	
STK19	100144527	
TSC1	100154726	
PPP1R7	100511842	
FNDC1	100154276	
TCL1B	100525932	
SOD2	100154319	
LYSMD4	-	
PCYOX1	100624596	
CH242-176I15.3	-	
C15ORF40	-	
SKIV2L2	100518521	
SNORA70	-	
DDOST	-	
HIP1	100523598	
OXSR1	397618	
ST7L	100519711	
CPNE8	100519777	
U6	-	
COQ10B	100152647	
NAA15	100513554	
7SK	-	
VPS37B	100152918	
DNAJC7	100524895	
CCDC80	100516578	
U6	-	
GAB1	100511026	
TNFRSF17	-	
GEMIN8	100513635	
PRDM5	100522885	
SHARPIN	100526216	
CTNND1	100519699	
PGP3	-	
ARL9	100521807	
OTOG	100514091	
APEX2	100519003	
DAAM1	100517445	
TOMM20L	100515293	
UBA7	100512631	
SLC6A8	100302506	
AEN	100522657	
FAM108B1	100155547	
CXCL12	494460	
NFE2L2	100516343	
KIAA0100	100513044	
C2ORF65	-	
BLM	100141304	
POU4F2	100522504; 100737757	
ACBD4	100520929	
PHF15	100513723	
OBP	396704	
CYB5D2	-	
CDK16	100521238	
HECW2	100155879	
FADD	595129	
NLGN4X	100521700	
TOMM34	100157194	
RNASEH2C	100517142	
OSTF1	397066	
SOGA1	-	
RGCC	-	
NEU3	100739223	
CP	406870	
SLPI	396886	
U6	-	
ZNF217	100141410	
CBX4	100511584	
SDHAF2	100519294	
MARCO	100516298	
PTS	100737784	
PRUNE2	100153374	
SAT2	100170117	
U6	-	
MRPS30	-	
CCBL2	100157176	
LARP4B	100522458	
UBTF	100511403	
S100A11	445534	
IKBKG	100127355	
ADIG	-	
ARID1B	100152904	
EBF1	100520467	
SMYD5	100517466	
PCDH7	100520035	
KLHDC5	-	
GYG1	100620160	
CREB	-	
ACSL6	100522126	
TM7SF2	100514510	
SOX9	396840	
KIF13B	100155514	
U6	-	
MAPK6	396833	
PTGS1	397541	
DHX58	100524520	
UBQLN4	100519020	
DPP3	100626654	
ASXL1	100153847	
SLC4A7	100524044	
WDR17	100157060	
MTBP	100152418	
CREB3L2	100520468	
NDUFAB1	100312976	
GMCL1	100511872	
RBPJ	100518262	
NQO1	100286873	
FGL1	100516651	
GRAMD3	100625925	
ZNF474	-	
SRI	100514123	
GLT6D1	100519464	
HOMER2	100156419	
snoU13	-	
U6	-	
PRDM4	100155716	
KIAA1551	-	
MKK6	-	
OR2Z1	-	
SNORD89	-	
PTCD2	100519399	
CCNK	100157799	
FAM115A	-	
PDC	100518570	
HDAC4	100624050	
5S_rRNA	-	
U6	-	
NSRP1	100517122	
CD59	397347	
ELF2	100514064	
ERN1	100510978	
SCGB1A1	100623111	
KIAA0141	100520236	
IL-6	100628202	
IMPDH1	100520873	
KIDINS220	100514284	
CHST11	100157186	
WNT11	100521912	
TMEM41B	100519436	
CD4	404704	
SLC16A7	100158241	
SLC17A4	100157358	
KIAA1958	100513712	
ZNF445	100626643	
SMAD3	397260	
CRYBA4	100152041	
DHX9	100514066	
ABCC5	100513626	
HIC1	100525779	
ZBTB8OS	102160721	
BHLHB9	100523224	
GRK1	100620646	
SYTL5	100511543	
DHX32	100152252	
PAPOLG	100523547	
U6atac	-	
ZNF75D	100519584	
Y_RNA	-	
C20ORF27	-	
PPP4R4	100737576	
KIAA1539	-	
DAB1	100037307	
TIMM17B	100621014	
EREG	100620969	
MTX2	733591	
SKAP1	100521471	
SETX	100511239	
SENP5	100526077	
ABAT	397500	
GALP	396772	
NEDD8	100520086	
TLE4	100156044	
OR2B11	-	
U4	-	
DHRS1	100519262	
RLN3	503836	
PIGRAD51	-	
RFX7	100152054	
IGSF23	-	
U6	-	
SNORD19	-	
AKT2	100127478	
GALNT14	100514521; 100738063	
KIAA0391	100519610	
BMI1	100520800	
PPIL4	100625026	
COG7	100627695	
PDE11A	-	
DNAJB8	-	
ssc-mir-676-2	-	
ASH1L	100155920	
PALM2	100152369	
ssc-mir-212	-	
SNORA79	-	
GPR108	102163467	
HIST1H4A	-	
SLC22A20	100514149	
SRGAP2	100518625	
GPR141	100521938	
MYO5A	594849	
PHGK	397548	
KIAA1522	100621029	
STK17B	100153033	
PTPRC	100522631	
PPAT	100522503; 100521102	
ssc-mir-190a	-	
C3ORF49	-	
FLRT3	100158214	
YPEL4	100520717	
COL5A1	397533	
UBE3C	100511906; 100525843	
DMRTA1	100517627	
U6	-	
FAM65B	100154661	
CEBPB	397360	
IKBKB	100101471	
LTBP1	100627243	
UPK1A	397335	
FRMPD4	100526196	
SNORD112	-	
GOLGA5	100151911	
RCC2	100525466	
OR2G2	-	
NEDD1	-	
FUZ	100520080	
IKBKAP	100157586	
RIMS4	100739310	
ENDOG	100514888	
ASAP2	100513350	
HIST3H2BB	-	
PACRGL	100515674	
VEGFA	397157	
PTER	100625702	
CLIC2	100516055	
SFRP1	100621622	
SVOP	100156646	
SNORD125	-	
TPMT	100157630	
ADAM21	100515389	
TRIM72	100511188	
GRXCR1	100515559	
SLA-DRB2	100135043	
HIVEP1	100519608	
C14ORF166B	-	
MLF1IP	100515416	
TRANK1	102161776	
ACAD11	100153698	
ATP5F1	100154817	
ssc-mir-145	-	
EPC2	100518870	
SHCBP1	-	
CHCHD3	414383	
EAPP	100153549	
SLC25A21	100515265	
STEAP2	100623287	
U5	-	
DDX39A	100515361	
PPP2R5A	100101925	
RAG-1	397506	
YPEL1	100523752	
RBM42	100520432	
TAF7L	100627490	
GPATCH4	100152732	
PAF1	-	
BCO2	100517547	
GET4	100738092	
LIM2	100513475	
MRPS18B	100144465	
LCN5	100302702	
C8ORF38	-	
TMX3	100518050	
FAM19A3	100153582	
C1ORF210	-	
THUMPD2	100517336	
TRMT11	100152782	
NAPA	100515953	
TCP1	100153485	
PRDX5	397273	
THRA	397387	
snoU13	-	
CDCP1	100512497	
U6	-	
WDR18	100622895	
KIAA0415	-	
U6	-	
RGS7	100521144	
NSMAF	100153039	
FAM110A	-	
FUNDC2	396564	
SKAP2	100520346	
DEFB133	-	
RPP38	100626611	
PIGA	100156880	
OR5B17	-	
MSH4	100627191	
U6	-	
PPIP5K1	100520287	
REST	100520754	
MTMR4	100517493	
7SK	-	
TFRC	397062	
SRFBP1	100624712	
ELMO2	100624052	
MTSS1	-	
SLITRK4	100525800	
KLRK1	396737	
SPNS3	100523208	
GHR	397488	
C6ORF106	-	
PDCL3	-	
UBE2G1	-	
SCAMP3	100152731	
SCAP	494015	
STK25	100511107	
PTHLH	396951	
RABEP2	100517273	
TM4SF18	100522214	
NDUFB3	100525083	
MTFR1	100522611	
U6	-	
GPR75	100517153	
CDH6	100627510	
LPCAT4	100152542	
HOOK2	100522981	
MED10	100518225	
MCM2	100519111; 100624318	
TPM1	100037999	
SPATA6	100415810	
PCDH1	100626940	
LAMP5	100154727	
COX5B	492822	
DGKH	100511281	
CRABP2	100155151	
DDAH1	100153814	
SATB1	100155111	
COX5A	-	
RAD51AP2	100627113	
HTRA3	100337673	
ME2	100524659	
ZRANB3	100157618	
TGOLN2	-	
TRAF3	100156979	
NHSL1	100156257	
TSPYL2	100519695	
KRT5	100511564	
HIAT1	100513729	
C9ORF114	-	
KDM1B	100158047	
SMYD4	100511041	
STS	448816	
DPP4	397492	
SLCO1A2	397534	
GUK1	100513720	
KCTD14	100512181	
ZCCHC2	-	
KIF1B	100525927	
GKN1	100502561	
MYO1D	-	
DDX18	100153560	
U3	-	
DLEU7	102165865	
B4GALT7	100316855	
PAAF1	100514355	
MKNK1	100233194	
TRIM59	100152755	
RAI2	100154649	
MPI	100153707; 100154551	
RAD9A	100512330	
WDFY1	100157180	
AHNAK	100515251	
TPR	100520507	
SNORD112	-	
C10ORF57	-	
PSMA6	100156790	
SRPK2	100627848	
CEP78	100154982	
CYTH1	100515446	
AP4B1	100516855	
GATA3	733631	
LYN	100152890	
SPIRE2	100621354	
GRHL2	100525287	
PTGES3	100155956	
TMEM151B	100157535	
PEX11B	100153742	
CLCN6	100511997	
ssc-mir-19b-2	-	
HAUS8	100516543	
MS4A14	100620949	
HIST1H2AC	-	
TRIM62	100519905	
GABBR1	100141417	
MSR1	100511665	
MTMR10	100525443	
DHX34	100515780	
KIF5B	595132	
RELN	100127480	
MFSD9	100626073	
C17ORF49	-	
U6	-	
CU468857.8	-	
KIF13B	100155514	
LRRC18	100152341	
PI3	-	
RNF214	100510972	
CDAN1	100512030	
KTN1	100152397	
CLP1	100520541	
EEF2K	100523723	
RPL10A	100037993	
CREBBP	100515370; 100620215	
OLR1	396724	
CCDC151	100516721	
MIOX	397189	
OR8K5	-	
MSLN	100524016	
SLC2A3	100626468	
SACS	100624042	
HMGN3	100512571	
CTNNA1	100523778	
RAB23	100155623	
EPB41L4B	100510946	
OPN1SW	397164	
MCTP2	100155210	
CHPT1	100523738	
CCL19	494464	
KCNQ5	100154391	
MDK	100359358	
CEP290	100524992; 100155832	
C10orf99	-	
SACM1L	-	
GATAD2B	100154740	
DPT	100516366	
TDP2	100157860	
UFSP2	100517682	
SMAD9	100153584	
FAM53B	100153610	
KIRREL2	100522140	
TNPO3	100515455	
ZNF692	100525277	
PPP1R42	100154403	
C2CD2	100628208	
NOVA1	100158068	
STK19	100144527	
MTX2	733591	
ASPN	100511749	
EME1	100516510	
ORF	-	
GAK	100625047	
IFFO1	100515778	
CPNE1	100233174	
GJB7	100156827	
PADI2	100621356	
ERLEC1	100517335	
WDR61	100153204	
PHC2	100622975	
U6	-	
CYP2W1	-	
ADAMTS2	100521434	
C12ORF10	-	
C1GALT1C1	100511613	
HEATR6	-	
ZNF641	100512413	
BAIAP3	100515258	
CYP46A1	-	
PIAP	397374	
TSPYL1	100518283	
CWC27	100511965	
FSCN1	100286741	
GOLGB1	100620515	
KCTD12	100524761	
C1ORF182	-	
TMEM206	100524887	
TRUB2	-	
CNG-1	397366	
KIAA1826	-	
METAP2	100517095	
DNAH11	100518444; 100620543	
NSA2	100517810	
ATP6V1B2	100523998	
SCARA5	100524281	
C5	414437	
CLIP4	100622746; 100518607	
NEURL	100155006	
TLE6	100623564	
SNORA31	-	
CASK	100152881	
CARM1	100294705	
CALB1	100153645	
NEXN	100510913; 102162342	
C4ORF48	-	
UFD1L	-	
GLIS2	100624334	
INSR	396755	
UBE2L3	100154268	
SALL4	100136902	
IGSF11	100511781	
TOR3A	100196908	
SRSF9	100154637	
FAM110A	-	
HCRTR2	397428	
NUDFV2	100037991	
C6ORF225	-	
HSD17B2	100312973	
PHKB	-	
ODZ3	-	
FAM171A1	100525944	
KDM1A	100127157	
CCDC28A	100512200	
FXR1	100155866; 100525539	
U6	-	
HNRNPM	100514153	
PPM1M	100524901	
FAM55C	-	
NDUFB2	100513895	
SUV39H2	664651	
GCC2	100512405	
USPL1	100738294	
CHMP3	100522249	
SPATS2L	100415809	
RIPPLY1	100627361	
CADM1	100524756	
U6	-	
MYL12B	-	
KIAA0284	-	
GPAT	397629	
CCM2	100511907	
MTMR2	100518140	
MKS1	100514538	
RRBP1	100154945; 100155369	
LRRC16A	100157771	
CLSTN3	-	
ZNF428	100519901	
ssc-mir-181a-1	-	
MAPKAPK5	100153404	
HMGN3	100512571	
RLBP1	100521278	
DSCAML1	100511146	
PROX2	100155976	
DCPS	396689	
STON1	100623273	
5S_rRNA	-	
HTRA1	100125840	
UQCRC1	-	
CRBN	-	
CLAUDIN1	-	
ESCO1	100524501	
ZMYND12	100524028	
THBD	100157642	
HPS5	100049701	
UBXN6	100524481	
FCHSD1	100511554	
PPIL6	100157379	
ZNF184	-	
PNLIPRP2	100462755	
FN3KRP	100523691	
SEPT3	100157034	
KITLG	397509	
SSPN	-	
LRG1	100524848	
SPARCL1	100037275	
MYBL1	100524984	
RBM7	100522453	
C12ORF52	-	
C6orf136	-	
VPS37A	100513122	
TRPC4AP	100156677	
ATRN	100101470	
TMEM92	-	
CCL23	100516039	
STIM1	100171399	
TIMM9	100621083	
CCDC34	100518823	
TYSND1	100157601	
CD47	397042	
NIPSNAP3B	-	
ACPL2	100515055	
MFSD5	100157167	
SERPINH1	396773	
TOR1B	100153472	
PHB	100524707	
MTHFD1L	-	
GALNTL1	100513992	
MTDH	100153168	
UBA1	100525439	
HDAC6	100621798	
SCA1	-	
ZBTB22	100157038	
RPL8	100154456	
C1ORF192	-	
H1FNT	-	
C6ORF89	-	
POM121C	100512219	
ECSCR	100522859	
VPAC1	100155402	
HEATR7B1	-	
LYZ	100157211	
RAB10	100526104	
C15ORF48	-	
CCDC90B	100518207	
BUD13	100521913	
PTGES	654407	
PRKAR1A	397091	
IL7R	100271930	
FAM47E	100512296	
HSP90B1	397191	
U3	-	
LINGO3	100515299	
SYN1	100216310	
C9ORF6	-	
KIAA0748	-	
CEPT1	100154792	
SLC8A2	100519030	
EIF2C4	100499507	
C7ORF50	-	
GSTK1	100521480	
PLLP	100516614	
ZNF276	100628034	
FAM81A	100156658	
C9ORF16	-	
ADPRHL2	100525405	
PGK2	396673	
PITPNB	100157274	
VGLL2	100739384	
ssc-mir-24-1	-	
TG	100156471	
NAV2	100521947	
UBE1C	-	
RPS3A	414390	
FBXO3	100511547; 100737203	
HBE1	407067	
MYO16	100154678; 102161679	
SEPT2	100510936	
VHL	100739306	
TEK	396729	
PRPF19	100144769	
VEZT	100517653	
SLC4A2	397203	
C9ORF46	-	
CSMD1	100625335	
ARG2	100155893	
GRM2	100520271	
ENO1	100738870; 406872	
RACGAP1	100517651	
MYST2	100337667	
PIGQ	100739135	
U6	-	
MTF2	100156808	
INSR	396755	
SCN2B	100514594	
KLHL3	100519539	
CH242-504J7.1	-	
FER	100513914	
CLMP	100512427	
NUDT7	100519193	
C11ORF73	-	
CNGA2	100156266	
UBE4B	100737278	
MBNL2	100519915	
DSCR3	100738307	
PDI-P5	-	
FAM98A	100511253	
CH242-247J8.11	-	
MTHFD2L	100525706	
GPATCH1	-	
TSPAN17	100523050	
CSNK1G1	100157196	
TNK2	100513310	
TUFM	100516488	
TMEM26	100157089	
DEFB116	-	
KRTAP3-1	-	
CHD3	100188906	
S100A16	100155146	
ATRX	100286857	
SNORD112	-	
CNIH2	100521359	
ALCAM	397269	
SERTAD4	100511654	
OR11A1	-	
UTP23	-	
NFE2L2	100516343	
SDHD	100048954	
KCTD10	100519625	
PLA2G6	100515081; 100514711	
FABP1	445535	
ZAN	397676	
GCS	397342	
U6atac	-	
HSD17B1	100147712	
TOP3B	100155140	
SRFBP1	100624712	
FLJ22638	-	
ZFYVE19	100154961	
SHC4	100526147	
CTPS	-	
ZNF503	100521339	
C7H6ORF47	-	
SNORA70	-	
FAM107A	100516512	
CCDC51	100521222	
CASP6	100517293	
SCN1A	100145897; 102166156	
CCBL1	100515071	
HOXD9	100517431	
EPB41L1	100156952	
ZMYND11	100523014	
KCNK4	100524785	
U6	-	
MRPS24	100524778	
RMND5B	100510951	
CACNG8	-	
TMEM196	100626890	
WDR20	100516626	
HOXB3	100522160	
FUT11	100157040	
PRMT7	100517946	
MVK	100152230	
PLCD4	397119	
NHSL1	100156257	
THG1L	100521164	
MDH1	396894	
CCDC85A	100511688	
SPP1	397087	
GTF2A1	100154605	
U6	-	
MIER2	100517458	
CDK9	100307051	
ERCC8	100524405	
ARFGEF1	100156861	
SUMO2	397044	
ssc-mir-92a-1	-	
NUCB1	100512538	
5S_rRNA	-	
SENP3	100625547	
NMT1	100524705	
SNORD77	-	
MLIP	-	
USP30	100153782	
SHC1	100156321	
SNORD17	-	
CLCA2	100511753	
DAXX	100524813	
INSR	396755	
SNORA40	-	
U6	-	
BCKDK	100522544	
GPT2	100521318	
NUAK1	100523669	
C18ORF63	-	
ANKRD45	-	
MRPS24	100524778	
MRPS9	100624945	
ZBTB41	100520324	
ssc-mir-30a	-	
DLG3	100516124	
ACTN4	100517284	
ATR	100127459; 100516227	
C-ERBA-B1	396776	
OSBPL10	100526184	
TACC2	100152804	
SVIL	-	
SGK1	100625739	
PPP1R12C	100626700	
ZAP	-	
ssc-mir-19a	-	
U6	-	
MCOLN1	100524240	
5S_rRNA	-	
CELF6	100511645	
GNG2	-	
SNX24	100526158	
SYT13	100520062	
RNF165	-	
RECQL	100621847	
MYLK4	100157526	
ZNF280D	100513772	
URM1	100154341	
OR4K5	-	
SEPT3	100157034	
NEU3	100739223	
U6	-	
CDS2	100170145	
NUDT4	100519192	
TSR2	100157624	
PIK3R5	396851	
AP1S2	100517795	
IQCJ	100155582	
UBLCP1	-	
LRRC49	100154470	
FDX1L	100526209	
5S_rRNA	-	
PEX11A	100157485	
AKAP5	100153460	
7SK	-	
TSPAN12	100512202	
SMLR1	100525016	
TCAP	100271745	
CNNM4	100739697	
CTNNAL1	100626033	
KIAA1462	100518508	
GPSM3	100144533	
GOLGA7	-	
GOLM1	100517183	
MOB4	-	
DNAJC18	-	
TRADV1	-	
SNORA31	-	
BAG6	100153950	
C18ORF54	-	
CAMK2D	397674	
SETD1B	100156137	
ECH1	733679	
KDM1A	100127157	
NHEJ1	100153546	
snoU13	-	
SSB	100152189	
PROSER1	102157866	
SMC6	100517523	
U6	-	
HN1L	474165	
ASPH	-	
GLIPR2	100515356	
MAP1LC3A	100322893	
GDPD5	100627912	
LRRC28	100156704	
DZIP1	100152558; 100519383	
SLC6A7	100516251	
MRPL44	100153145	
HCN3	100526049	
SNORA63	-	
DPYSL5	100511810	
NAA20	-	
RCL1	100154484	
TSGA13	100512750	
KLIP-1	396694	
ZPLD1	100153011	
U6	-	
BLZF1	100622972	
PRKRIR	100523267	
IL4	397225	
KLHDC7B	100517826	
IGJ	100625252	
TEX264	-	
MAPRE1	733687	
FN1	397620	
TRBC1	-	
SPATA24	100415925	
KIAA0494	-	
EPB42	100152957	
ATAD1	100157471	
IL19	100038024	
SNORD33	-	
SARDH	100154338	
LMCD1	494020	
ING1	100516151	
MAT1A	100156922	
TSPAN1	100511571	
CACNG3	100522066	
HSD11B1	397480	
KTN1	100152397	
PTPRO	100524563	
MGA	100515697; 100156980	
MRPL52	100157971	
HDAC4	100624050	
GINS2	100512784	
BPNT1	100515917	
EXOSC10	100511264	
LIMK2	100156359	
NAA25	100155417; 100157031	
U6	-	
FERMT3	100525326	
MEN1	100523533	
USP40	100154213	
TEX9	100155694	
C8ORF73	-	
SLC36A3	100511676; 100625371	
MRM1	100513493	
FAM154B	100513023	
PPT2	100144537	
SEMA6C	100153477	
IFNE	100125969	
LRRC72	-	
GEMIN6	100518833	
PWP1	100519838	
METTL8	100154157	
U6	-	
NSFL1C	100513186	
NUDT22	100521244	
RFX7	100152054	
ETFDH	100126865; 100515785	
LCP2	100511843	
VAT1L	100520197	
LYPD6B	100621830	
KRT18	100126286	
PRKCI	100174945	
ZMYND8	100155989; 100521233	
TMSB4	-	
PKM2	-	
GCHFR	100153745	
APPL2	-	
CHSY3	100518720	
FARP1	100158183	
TAB2	100156182	
ADAM8	100156146	
AMIGO3	100625501	
LRRK2	780403	
CENPP	100623867	
7SK	-	
SBF2	100521123	
C3ORF22	-	
BTBD19	100520914	
FAM108A1	-	
U6	-	
5S_rRNA	-	
EGLN1	100153461	
ONECUT3	100512947	
ICAM3	100141403	
PBLD	100737003	
SHMT2	397181	
CFL1	-	
CPB2	100155038	
NUDT11	100624768	
U6	-	
AGPHD1	100155220	
CCDC88B	100525503	
ARNT	396653	
GRWD1	100521273	
GGT1	397095	
ATG7	100462749	
U6	-	
KALRN	-	
RPL30	100156811	
MPZL3	100513300	
RTKN	100519086	
ssc-mir-429	-	
KIAA0141	100520236	
ACCS	-	
CITED1	654297	
TAAR1	100157645	
DCAF8	100153655	
FLVCR2	100217391	
SETD5	100152258	
TMP-CH242-74M17.4	-	
NCL	100737210	
HTR1B	397563	
U6	-	
SNORA70	-	
HDAC4	100624050	
U6	-	
TSPO2	-	
FLOT1	100151746	
PMVK	100152301	
C11ORF1	-	
ACMSD	-	
C1ORF227	-	
SEC11C	-	
GRIN3A	-	
U6	-	
IPO5	100152933	
GNB1L	100153889	
MTFMT	100513511	
VPRBP	100519566	
SNX12	100155023	
U6	-	
ZNF18	100518217	
ERBB2	100516641	
ECHDC2	100519847	
CAPSL	100623235	
CD99L2	100517448	
B3GALT4	100155431	
MT1A	397417	
SLCO4C1	100737557	
HES2	100515666	
ENTHD1	100519254	
SFXN1	100049699	
HAGH	-	
UNC5A	100525154	
DOK2	100152025	
ATP5G1	574054	
TAX1BP1	100516165	
ssc-mir-9-3	-	
BETA-ACTIN	-	
TIMP-2	-	
GUCA2A	100301560	
CASP12	-	
SNORA70	-	
HNF1A	574067	
MAEL	100048945	
PHF17	100516328	
SNORD41	-	
GAS6	100519331	
FRMD4A	100737056	
MKI67IP	-	
DPCD	100152587	
POLB	100526021	
POFUT1	397627	
TSGA13	100512750	
C20ORF29	-	
GRAMD3	100625925	
MYD88	396646	
AKNAD1	100519308	
C14ORF37	-	
GTF2B	100155974	
UBIAD1	100523441	
CH242-305H5.1	-	
GKN3	100329220	
C19ORF57	-	
ITFG1	100521970	
SGCA	100240723	
PDZD2	100525132	
PARP10	100516730	
TUBAL3	100623355	
MED14	100515423	
LRP11	100153355	
MCAT	100523602	
PMM2	100522245	
CU468857.10	-	
RBM39	100049658	
HAUS2	100511852	
SHROOM3	100512481	
FZD5	100519058	
ORC5	100515916	
EIF1AX	100522912	
POLR2B	397001	
PHYHD1	100157556	
U6	-	
ZCCHC9	100514154	
UBAC2	100521745	
DNAJB4	100525703	
MYL9	100157760	
RAB6C	-	
SLC29A1	396631	
TMTC3	100152211	
NIPSNAP1	100152826	
MMACHC	100513159	
SLC5A12	100519011	
PEX5L	100524828	
C11ORF54	-	
ZC3H7A	100517644	
IRAK2	102161037	
MAN2C1	100156538	
SMEK2	100512224	
C5ORF49	-	
RBMS1	100525434	
SAMD14	102159512	
PEX3	100153726	
TMSB4	-	
C19ORF54	-	
KCNK1	100156432	
NCOA6	100156283	
CDKN2AIP	100513762	
MRPL47	100523924	
ZFP91	100525558	
RAVER2	100623447	
NRF1	-	
PDE4DIP	100627087	
MIB2	100511385	
SIN3B	100513073	
FHAD1	100627409	
TEF1	100216478	
WAC	100517599	
TMEM65	100157797	
RPL7L1	100141406	
GRIN2B	100626022	
TMEM59L	100511310	
RSF1	100217384	
METAP2	100517095	
SAFB	100515707; 100620815	
GOT1	396967	
C6ORF35	-	
TRKB	-	
KIF22	100623146	
TMF1	100153051	
RRBP1	100154945; 100155369	
FBXO9	100152568	
INPP4A	100233232	
PPP1R1B	100736966	
GIMAP8	100736760	
MTP	-	
PDCL2	100523453	
SKA1	100157355	
CH242-238L13.2	-	
RCVRN	100516153	
MAP2K2	100525505	
U6	-	
UBB	100125968	
CD24	-	
SRP9	100524270	
SUCLG2	397026	
CHRNA1	396587	
B2M	397033	
KIAA1704	-	
CAMK2B	100516166	
NAA20	-	
EEF1A1	574059	
PKN1	100516063	
HCRTR2	397428	
MCU	100153794	
PTOV1	100522621	
SRM	414385	
ACVR1B	100152462	
VPS29	100737886	
WHSC1L1	100520868	
FAM20A	100522273	
C5AR1	100048955	
IBSP	397137	
DYRK2	-	
EDC3	100156966	
PRKCSH	100516540	
TBX5	100522280; 100135679	
SNORA31	-	
CCDC70	-	
SNORD113	-	
HMBS	396581	
MYOF	100154898	
KAT2B	100626923	
U6	-	
SNORA65	-	
SMAP1L	-	
ETV3	100738127	
SLC30A4	100153749	
BDKRB1	100127469	
SHD	100523303	
U6	-	
ATG3	100157190	
TIPRL	100155988	
LIG1	100520434	
UBTD2	100621592	
MFSD8	100516866	
SFTPD	397198	
MEX3A	100155949	
SRFBP1	100624712	
CSNK1D	100625051	
MCHR1	397295	
GGTA1	396733	
CDC20B	100620954	
GAX	-	
ITGA5	100155091	
CCNJ	100154790	
NAA50	100513438	
SMARCAD1	100515330	
ZNF791	-	
SELENBP1	100152724	
SLC44A3	-	
STRADA	100513305	
U6	-	
ZDHHC1	100525400	
PICALM	100519857	
ETV6	100157726	
C10ORF96	-	
WISP2	-	
CCDC109B	100623186	
ZBTB48	100518669	
WWC3	100157216	
ATP5S	100157404	
FAM20B	100523629	
LRRTM2	100524309	
POP5	100151786	
TAF5L	100155476	
ARHGAP27	100628007	
SLC25A44	100155112	
U6	-	
ALS2CR11	-	
METTL21A	100518583	
C20ORF7	-	
EHD1	100516416	
H3F3A	396970	
CAMK2D	397674	
U6	-	
PRIM1	100157576	
HABP2	100157966	
C1QTNF2	100217378	
PRR5L	100523837	
U6	-	
U6	-	
PCF11	100515845	
DYNC1LI1	100511779	
ZNF746	-	
PRKX	100520353	
AAGAB	100517743	
DIAPH2	100155257	
FAM114A1	100525173	
TRAK1	100522277	
GTF2A1	100154605	
SLC20A2	100738984	
FAM76B	100517546	
SBNO1	100158131	
CBX4	100511584	
RNF121	100525596	
SEPT7	100523875	
U6	-	
TRAPPC6B	100525849	
IFT52	100157616	
5S_rRNA	-	
CDH22	100153556; 100157191	
U6	-	
PARP1	100621034	
GRK5	100152937	
RECQL	100621847	
U6	-	
CARHSP1	100521547	
LIN54	100511027	
LARP4	100626466	
PHF8	100520413	
PLIN4	100524667	
FAM133B	100519438	
CABIN1	100157110	
RHOBTB3	100523594	
ORC4	100519056	
PALB2	100523630	
PPP1R7	100511842	
GABRB3	100739031	
GALNT10	100511419	
ZFYVE28	100516091	
CRHR2	100240719	
CIDEB	-	
U2SURP	100517309	
PTPRO	100524563	
GPS2	100518514	
U6	-	
SLC27A4	100155567	
PRKCDBP	-	
MAF1	100526048	
TRIM25	100737114	
KIAA1267	-	
SPRY1	100623283	
SCARB1	397018	
PNO1	100515308	
OR2C3	-	
RAB28	100144497	
BCL2L13	100517587	
U6	-	
MEF2A	100037273	
CENPW	100513385	
PLEKHA3	100154010	
NFYC	100525647	
CDK18	100627418	
KCNAB1	100125830	
CCNG1	595110	
HES6	100622397	
GGN	100515664	
DPP8	100155833	
EIF2S1	100155472	
7SK	-	
PEX11G	100511182	
CRABP2	100155151	
LAMP-1	494565	
MED1	100513621	
ELMOD3	100519304	
TTC26	100517251	
SCYE1	-	
TGFB2	397084	
ACVR2B	448845	
U6	-	
NEURL1B	100522651	
CH242-64G23.3	-	
RFK	100520822	
BRP44	-	
SLC25A34	100522495	
LCMT1	-	
U2	-	
GNAS	100049657	
ssc-mir-128-2	-	
CD226	-	
HORMAD1	100499502	
C4ORF29	-	
INVS	-	
ssc-mir-182	-	
FMR1	100155078	
NT5DC3	100738320	
TFPT	100520496	
KIAA0368	100628178	
KLRF1	100144592	
ELF1	100512366	
BRMS1	100518234	
SLC7A8	100134829	
PAM	100526040	
CMTM6	100511532	
MAP4K2	100523716	
FUCA1	100621112	
ZFYVE9	100517164	
RAB35	100151805	
NCOA4	100156184	
SLC30A9	100192440	
HDAC4	100624050	
SYVN1	100514334	
CRTC1	100523662	
ssc-mir-325	-	
DNAJC30	100525511	
FANCB	100156438	
BAI3	100736796; 100153298	
LHPP	100156052	
