ID	Symbol
NM_001267832	SEC23B
NM_001267826	CDC23
NM_001243693	HNRNPC
NM_001195321	ACSL5
NM_001195320	ACRV1
NM_001205279	ETFB
NM_001195232	HOXA5
NM_001195121	DNAJB13
NM_001195120	C12H17orf75
NM_001195119	PDIA6
NM_001195118	GHRH
NM_001195118	GHRH
NM_001195117	VIPR2
NM_001195115	SLC25A27
NR_038603	MIR190B
NR_038560	MIR331
NM_001128481	RAG2
NM_001103211	SNCG
NM_001110427	PTCRA
NM_001204195	PALM2
NM_001204116	UBL5
NM_001204116	UBL5
NM_001244476	PNOC
NM_001244475	FUCT1
NM_001244479	DERL1
NM_001244479	DERL1
NM_001244479	DERL1
NM_001244480	ZNF346
NM_001244477	LOC100158011
NM_001256365	LOC100736958
NM_001244474	PRDX2
NM_001244473	IGF2R
NM_001113441	FAM213B
NM_001134356	ARPC1B
NM_001123165	PPP1R10
NM_001244186	PSTPIP1
NM_001244185	PEX3
NM_001244184	RCN2
NM_001244665	FOXL2
NM_001244178	PAX6
NM_001244176	CHCHD3
NM_001244175	SMAD7
NM_001244174	LOC100512313
NM_001244825	PERP
NM_001244825	PERP
NM_001244825	PERP
NM_001244825	PERP
NM_001244825	PERP
NM_001244248	PTER
NM_001244246	NOP2
NM_214110	SFTPD
NM_213936	RNASE4
NM_214033	ACR
NM_213919	AURKB
NM_214017	ENPEP
NM_001177921	SPATA22
NM_001177921	SPATA22
NM_001243345	RPL13
NM_001243343	STAMBPL1
NM_001243341	POLR2H
NM_001243340	PSMF1
NM_001243340	PSMF1
NM_001244530	EMP3
NM_001244529	NKG7
NM_001244528	MRPS11
NM_214362	LTF
NM_214362	LTF
NM_214387	NR0B1
NM_214413	CYP2B22
NM_214355	EPHX1
NM_001129976	PMAP-23
NM_001044594	LOC733664
NM_001097462	ROMO1
NM_214212	TTR
NM_214211	UBA52
NM_214210	OPALIN
NM_214243	PPYR1
NM_213985	KCNN3
NM_213985	KCNN3
NM_214241	ENAM
NM_214088	CCND2
NM_213987	HBP15/L22
NM_214202	TYROBP
NM_214188	OST48
NM_214184	PPP1CB
NM_214236	MB
NM_214236	MB
NM_214236	MB
NM_214236	MB
NM_214236	MB
NM_213976	CD163
NM_214230	TNC
NM_214072	SMAD4
NM_213972	CAPN1
NM_213988	ST5AR2
NM_214078	SELP
NM_214083	IL2RG
NM_214068	FUT1
NM_214082	RAMP2
NM_214081	CHGB
NM_214067	CAST
NR_038504	MIR136
NR_038517	MIR181A-1
NM_001044615	MED7
NM_001044612	TUBB2A
NM_001044616	NRAP
NM_001101029	ALG2
NM_001101028	ACOX1
NM_001098590	HPS6
NM_001243720	STX6
NM_001243616	DPH3
NM_001243615	CDH24
NM_001243614	CLN6
NM_001243614	CLN6
NM_001243599	ANXA8
NM_001142836	XBP1
NM_001142835	UTP3
NM_001113704	SLA-6
NM_001113703	SLA-8
NM_001025225	AURKA
NM_001031795	RABAC1
NM_001031794	SPARC
NM_001137632	SLC30A9
NM_001137631	NCK2
NM_001137631	NCK2
NM_001137630	NCK1
NM_001137629	ERP44
NM_001137628	GRB2
NM_001113702	SLA-2
NM_001144120	CYTH2
NM_001144118	CRHR2
NM_001144118	CRHR2
NM_001144117	CLEC4G
NM_001144112	BVES
NM_001144114	POPDC2
NM_001044583	TYW3
NM_001037996	CAR
NR_038528	MIR191
NM_001130531	ADAM10
NM_001130531	ADAM10
NM_001130531	ADAM10
NM_001244509	FIBP
NM_001244499	CBX8
NM_001244508	PNRC2
NM_001244498	SUOX
NM_001257090	PTCRA
NM_001244506	DAZAP1
NM_001244506	DAZAP1
NM_001244496	ZNF395
NM_001244505	TNFAIP8
NM_001244495	ZNF395
NM_001244503	PIK3AP1
NM_001244493	BZW1
NM_001113286	LOC396897
NM_001136211	SLC30A7
NM_001136184	LOC100192206
NM_001139471	APEX1
NM_001139470	SLC30A1
NM_001204363	TMED3
NM_001204363	TMED3
NM_001204363	TMED3
NM_001137607	GPX6
NM_001136511	HUS1
NM_001136510	LOC100156145
NM_001143693	GZMH
NM_001143695	ACSS2
NM_001143694	MAPKAPK5
NM_001193291	STATH
NM_001144902	PSMB3
NM_001202461	ODF4
NM_001101815	C2
NM_001101814	NR1H3
NM_001145219	GRIFIN
NM_001145217	FCER2
NM_001243927	TMEM183A
NM_001243945	TRAP1
NM_001044532	LOC733579
NM_214169	CPB1
NM_214134	EPO
NM_001244870	GRPEL2
NM_213840	LEP
NM_001244869	LOC100513647
NM_001244866	RPLP2
NM_001244865	GEMIN8
NM_001244864	BRP44L
NM_001244863	SDCBP2
NM_001243800	RMND5B
NM_001195369	SPEF1
NM_001195368	SDR16C5
NM_001243800	RMND5B
NM_001123108	DRD1
NM_001114269	ACACA
NM_001114062	SLA-DQA1
NM_001110431	CASS4
NM_001113444	CAPZB
NM_001137637	DBF4
NM_001137635	POT1
NM_001201385	STARD3NL
NM_001129947	TPM2
NM_001129848	UFBP
NM_001129946	CCL5
NM_001131045	SLC39A7
NM_001129962	SAT2
NM_001129961	TEPP
NM_001129958	SERPINC1
NM_001129956	ZAR1
NM_001129954	RPS20
NM_001244126	MFF
NM_001244124	UGT2B31
NM_001244123	DHDDS
NM_001244123	DHDDS
NM_001244123	DHDDS
NM_001244121	DEGS1
NM_001101028	ACOX1
NM_001113440	MUC20
NM_001109945	CDH13
NM_001243370	RANGRF
NM_001243369	RANGRF
NM_001243368	PPCDC
NM_001097436	XIAP
NM_001123219	BCKDHB
NM_001097435	P4HA1
NM_001097433	KDM5C
NR_038480	MIR105-2
NM_001004028	HAPLN1
NM_001244068	RPL13A
NM_001244697	LSAMP
NM_001244697	LSAMP
NM_001244697	LSAMP
NM_001244067	TAB1
NM_001244162	SORD
NM_001244161	SERPINB10
NM_001258303	KTN1
NM_001204351	TICAM2
NM_001040640	APOM
NM_001038694	ACSL4
NM_001204768	SOCS1
NM_001258407	TBCC
NM_001244573	PRPF40A
NM_001258445	DCLRE1C
NM_001244558	RPL17
NM_001258431	PTRH1
NM_001258431	PTRH1
NM_001244556	AIMP2
NM_001244557	AIMP2
NM_001038632	DNASE1L1
NM_001113286	LOC396897
NM_001129959	POR
NM_001243687	RIOK1
NM_001243686	TDP2
NM_001252388	LOC100524242
NM_001201383	ANKRD17
NM_001206362	C22orf41
NM_001185142	ATP5A1
NM_001167649	HSD17B2
NM_001167649	HSD17B2
NM_001185154	HMGA1
NM_001128475	TFB1M
NM_001128475	TFB1M
NM_001128474	GBP2
NM_001128473	GBP1
NM_001128472	HSD17B1
NM_001128471	MEST
NM_001128461	WDR62
NM_001097441	TNFRSF1B
NM_001097440	BIN1
NM_001097439	CPE
NM_001244657	GMPPA
NM_001244656	ZNF639
NM_001244656	ZNF639
NM_001244655	MANF
NM_001244653	TF
NM_001243681	RNASEH1
NM_001244561	HNMT
NM_001244560	NSF
NM_001113445	G6PC
NM_001123098	CHRM3
NM_001206377	SCO2
NM_001206376	SCO2
NM_001206375	ODF3B
NM_001206372	PPP6R2
NM_001206370	SBF1
NR_038506	MIR186
NR_038527	MIR128-2
NR_038488	MIR224
NM_001044576	LOC733643
NM_001004040	PDYN
NM_001160084	CLDN19
NM_001160088	UBD
NM_001160087	TRIM40
NM_001105307	SELPLG
NM_001037276	SMAF1
NM_001044549	UNC5B
NM_001160090	KDM2A
NM_001243939	ADH1C
NR_038579	MIR125B-1
NM_001105292	TBK1
NM_001105292	TBK1
NM_001105292	TBK1
NM_001134353	KLF6
NM_001134347	KLF12
NM_001134347	KLF12
NM_001134347	KLF12
NM_001134345	XCL1
NM_001134344	KLF10
NM_001172364	UQCC
NM_001123084	BLM
NM_001145381	HCAR1
NM_001123094	CDC20
NM_001123112	FCAR
NM_001161635	LOC396566
NM_001267850	COMMD6
NM_001267849	SLC38A6
NM_001267845	HNRNPK
NM_001267844	CSTF3
NM_001267848	ZNF526
NM_213759	ST3GAL3
NM_213758	SCNN1A
NM_001101027	CYP39A1
NM_001130248	SLC26A3
NM_001130246	LOC100156936
NM_001128476	AQP2
NM_001190175	ECHS1
NM_001130736	ATIC
NM_001130735	SMN1
NM_001130734	LPIN1
NM_001130736	ATIC
NM_001185136	PIGU
NM_001130243	TNNC1
NM_001130241	PPARD
NM_001130226	CALB1
NM_001243557	DDT
NM_001243556	PHB2
NM_001243555	HNRNPH3
NM_001243555	HNRNPH3
NM_001243554	C14H1orf124
NM_001243553	SEC22C
NM_001243551	DUOXA1
NM_001258385	GBA2
NM_001258382	FRRS1L
NM_001258381	PHC1
NM_213864	SPINK4
NM_001245014	IMMP1L
NM_001244914	YKT6
NM_001245013	MRPL49
NM_001245012	INPP1
NM_001245011	RNF7
NM_001244899	OIT3
NM_001245008	PSMC2
NM_001244207	TSSC1
NM_001244197	LOC100626319
NM_001244196	TSPAN3
NM_001244208	PRELID1
NM_001245000	CLUAP1
NM_001245000	CLUAP1
NM_001244228	TMPO
NM_001244227	RGC32
NM_001244225	EIF4EBP1
NM_001244222	ZXDC
NM_001244220	ZCCHC9
NM_001244219	UROC1
NM_001244218	BFAR
NM_001244218	BFAR
NM_001244218	BFAR
NM_001244216	SNX6
NM_001244215	C5AR1
NM_001244213	ARL6IP1
NM_001244211	KIF2A
NM_001244210	CALM1
NM_001244209	CALM3
NM_001243694	HNRNPC
NM_001243701	MON1A
NM_001243691	PGCP
NM_001244787	BBS4
NM_001244789	RHOH
NM_001244788	NGDN
NM_213783	RETN
NM_213800	LOC396714
NM_001278773	MYL3
NM_001271738	XBP1
NM_214402	LIF
NM_214379	PPARG
NM_214453	LTA
NM_214449	LHCGR
NM_214389	GSTA1
NM_214390	IL15
NM_214388	APOA4
NM_214363	RPS12
NM_214443	DEFB110
NM_214386	FSHR
NM_214359	NLN
NR_038583	MIR155
NM_001005149	IL1B2
NM_001206404	TJP2
NM_001206403	LOX
NM_001206401	DNAJC5B
NM_001206388	BMP3
NM_001165907	IFN-DELTA-10
NM_001165907	IFN-DELTA-10
NM_001164860	IFN-ALPHA-5
NM_001164859	IFN-DELTA-7
NM_001123200	TES
NM_001164857	IFN-KAPPA
NM_001164856	LCAT
NM_001206349	ITIH3
NM_001206347	POSTN
NM_001206341	SECISBP2L
NM_001206340	KIAA1967
NM_001190422	SOD1
NM_001195113	VRTN
NM_001164004	BGLAP
NM_001164003	F9
NM_001164002	OTC
NM_001166045	SELV
NM_001166044	CDK9
NM_001164858	ENHO
NM_001198924	HECW2
NM_213988	ST5AR2
NM_213986	MYOC
NM_214086	CD34
NM_214070	OVGP1
NM_214071	NPL
NM_214069	FUT2
NM_214085	HTR7
NM_213969	TNFRSF1A
NM_213968	ITGB1
NM_214173	MC4R
NM_214172	IGF1R
NM_214171	CAPN3
NM_213980	UGP2
NM_214079	SAG
NM_214079	SAG
NR_035405	MIR450C
NM_001113451	PPP2R5D
NM_001136512	BCMO1
NM_001136512	BCMO1
NM_001113436	LRPAP1
NM_001113288	TAS1R3
NM_001244061	TSPAN6
NM_001244060	POU2AF1
NM_001244062	PPP2R5E
NM_001139476	DAZAP2
NM_001139475	SLC30A2
NM_214331	HADH
NM_214330	GPI
NM_214329	ARAF
NM_214328	GATA-6
NM_214347	SLC15A1
NM_214393	IFNA1
NM_214344	OATV1
NM_214404	ELSPBP1
NM_214322	NPC1
NM_214341	IL13RA1
NM_001244717	SLC13A2
NM_213775	CD3D
NM_001143929	VGLL3
NM_001143928	XIRP1
NM_001194976	EIF2C1
NM_001195598	SRSF12
NM_001243924	SEC24A
NM_001243923	CWC27
NM_001244662	EPT1
NM_001177917	SPATA6
NM_001177916	SPATS2L
NM_001193448	ODF3
NM_001193447	ODF2
NM_001203267	ANKHD1
NM_001195360	NAT9
NM_001195358	MSH5
NM_001243633	MALL
NM_001243633	MALL
NM_001202520	EIF4EBP3
NM_001201486	SOCS7
NM_001201485	BAMBI
NM_001201431	SELO
NM_001178070	ANAPC13
NM_001123166	PPP1R11
NM_001123127	HSP70
NM_001123127	HSP70
NM_001123127	HSP70
NM_001123127	HSP70
NM_001123127	HSP70
NM_001123150	NPG3
NM_001143715	LRP10
NM_001123128	HSPA1L
NM_001123101	CPR2
NM_001123173	RAB1B
NM_001137636	CRK
NM_001137636	CRK
NM_001114289	CXCL9
NM_001123079	ATG4D
NM_001114287	SGCB
NM_001114286	EFNB2
NM_001114285	EFNB3
NM_001114284	RPL5
NM_001114283	AIMP1
NM_001114282	CCNB2
NM_001244340	SH3YL1
NM_001243207	CLGN
NM_001164006	AMBP
NM_001164001	ALOX5AP
NM_001164648	CILP
NM_001160275	GUCA2B
NM_001164009	KLF16
NM_001160272	S100A12
NM_001161434	LOC780407
NM_001160275	GUCA2B
NM_001160274	GUCA2A
NM_001164005	CHGA
NM_001244860	LOC100513627
NM_001244858	PLEKHB1
NM_001244857	SLBP
NM_001244837	RBFOX2
NM_001244836	PRRG4
NM_001244835	C2H11orf49
NM_001005155	BMP15
NM_001123070	ACE2
NM_001170520	CCT2
NM_001170519	LHX2
NM_001170517	ACTC1
NM_001170516	CCL19
NM_001190253	NR2F2
NM_001195114	DYNLL1
NM_001195112	PDIA3
NM_001195105	IGFBP1
NM_001205094	UBE2V1
NM_001205406	POLR2I
NM_001195329	CDK20
NM_001195330	COMT
NM_001205327	AMHR2
NM_001195327	C6orf27
NM_001195326	BAT5
NM_001097478	RPL14
NM_001005462	PHEROA
NM_001097464	ATP5J2
NM_001097457	MFSD6
NM_001114671	KEAP1
NM_001123117	GNAI3
NM_001129963	RTN4
NM_001114275	NCOA2
NM_001099924	FGFR2
NM_001099924	FGFR2
NM_001099924	FGFR2
NM_001099698	MEF2A
NM_001099698	MEF2A
NM_001113694	SLA-DQB1
NM_001243676	BCS1L
NM_001243676	BCS1L
NM_001243675	TPMT
NM_001243674	DNTTIP2
NM_001099932	PGK1
NM_001104952	SYK
NM_001097519	GJD3
NM_001122986	RTCB
NM_001130973	SLC7A3
NM_001190196	ARMC1
NM_001287420	FUS
NM_001287417	TSSK4
NM_001287414	TAC4
NM_001287412	NR1H4
NM_001099928	MYO7A
NM_001099933	SOX10
NM_001099933	SOX10
NM_001244093	GNPDA1
NM_001244103	LIG3
NM_001244301	IPO5
NM_001244291	TPST1
NM_001244300	TERT
NM_001244290	TGIF1
NM_001244289	TGIF1
NM_001244288	TGIF1
NM_001244286	C1QC
NM_001112680	CBLN3
NM_001112678	SELL
NM_001137627	ERO1L
NM_001137625	ASF1B
NM_001137624	SLC30A5
NM_001190198	ACYP1
NM_001190199	ACYP1
NM_001244279	C3H9orf89
NM_001244282	THUMPD1
NM_001244280	CATSPER4
NM_001130730	HSD17B8
NM_001129949	CKM
NM_001129950	AIF1
NM_001246249	TBX4
NM_001246248	TBX2
NM_001246246	SLC25A23
NM_001246246	SLC25A23
NM_001246243	CPT2
NM_001246240	IDO1
NM_001246239	GHDC
NM_001038626	AKR1CL1
NM_001123118	GPR4
NM_001123139	MOG
NM_001123139	MOG
NM_001123138	MDC1
NM_001123187	RBM4
NM_001123135	LSDP5
NM_001123134	LIPA
NM_001167590	C7H14orf142
NM_001243060	RAB10
NM_001243056	GPR56
NM_001243033	ZUFSP
NM_001243033	ZUFSP
NM_001243031	CC2D1A
NM_001166309	SMNDC1
NM_001166308	MMP3
NM_001205063	H1FOO
NM_001205045	GPR75
NM_001243710	PPP1R14D
NM_001286590	HTR2C
NM_001285973	ECI1
NM_001285976	NAP1L4
NM_001285975	IL34
NM_001285967	RB1
NM_001284366	KAT8
NM_001282115	LRRC51
NM_001281832	TVP23B
NM_001278779	CCT5
NM_001278779	CCT5
NM_001185169	SCAMP3
NM_001004029	CSN1S1
NM_001099926	ADAM17
NM_001129968	INSIG2
NM_001129964	RPLP1
NM_001243653	SNRPD2
NM_001190279	INPPL1
NM_214020	EGF
NM_214020	EGF
NM_214020	EGF
NR_038573	MIR335
NM_001006591	P2RY2
NM_001005726	ANXA2
NM_001168419	ZFP36
NM_001168418	TG
NM_001168418	TG
NM_001130729	TRPV4
NM_001135965	PRPF3
NM_001244361	PGLYRP3
NM_001097420	EPAS1
NM_001293316	TLR4
NM_001099923	MYD88
NM_001244361	PGLYRP3
NM_214448	IVL
NM_001006593	KCNA5
NM_001159659	CRNN
NM_001137623	SLC30A6
NM_001137623	SLC30A6
NM_001137623	SLC30A6
NM_001243601	NRN1
NM_001243591	MCMBP
NM_001243600	TMEM126B
NM_001243589	PLCD1
NM_001243588	FH
NM_001243585	RAC1
NM_001244502	HMGN3
NM_001244492	RNASEH2B
NM_001256777	TREM2
NM_001244526	CCDC91
NM_001256775	CCL14
NM_001246270	PICALM
NM_001246268	DDX46
NM_001244642	LOC100156741
NM_001078678	CCND3
NM_001078676	LOC780424
NM_001078675	LOC780420
NM_001244642	LOC100156741
NM_001101033	BPIFB5
NM_001101032	BPIFB1
NM_001267694	CP
NM_001267073	LOC100519368
NM_001260482	LOC100519468
NM_001260479	TRH
NM_001258444	WASF2
NM_001244874	PLA2G2F
NM_001244188	PEAK1
NM_001244259	POGK
NM_001244258	ME3
NM_001244257	CATSPER1
NM_001244256	LAMP2
NM_001244255	LAMP2
NM_001244254	RAB5C
NM_001244253	DRD2
NM_001244859	PRPF18
NM_001244859	PRPF18
NM_001257275	ADAMTS20
NM_001257275	ADAMTS20
NM_001257275	ADAMTS20
NM_001257275	ADAMTS20
NM_001257275	ADAMTS20
NM_001170828	WNT4
NM_001123194	SERPING1
NM_001128464	SMAP2
NM_001163410	FGF21
NM_001163408	SELT
NM_001243679	DPH5
NM_001243678	SNAPC5
NM_001243677	P2RY10
NM_001243715	MRTO4
NM_001243714	CD48
NM_001243713	NTF4
NM_001243711	ELF5
NM_001243709	MORN3
NM_001243699	SNRPN
NM_001243708	GPN3
NM_001243698	ADI1
NM_001243707	CNDP2
NM_001243697	SULT2B1
NM_001243697	SULT2B1
NM_001243706	GPR82
NM_001243696	DRAM2
NM_001243705	TXN2
NM_001243695	TMED5
NM_001243703	ASB9
NM_001243692	SLC35F5
NM_001244544	C7H15orf38
NM_001243700	C7H15orf24
NM_001243700	C7H15orf24
NM_001243690	HABP2
NM_001243688	VRK1
NM_001244329	CRLF3
NM_001244330	B4GALNT2
NM_001246182	THAP11
NM_001244326	METTL17
NM_001244326	METTL17
NM_001244325	HINT2
NM_001244323	TMEM171
NM_001244322	NPR2
NM_001245975	GPRIN2
NM_001244321	C2H19orf66
NM_001244320	ALG5
NM_001244320	ALG5
NM_001244319	OGFOD1
NM_001244317	NAP1L1
NM_001244316	NAP1L1
NM_001244314	PHF23
NM_214147	PMAIP1
NM_214038	PCSK1
NM_213924	ITIH1
NM_214036	VPAC1
NM_214024	PPP2R1A
NM_214023	SPP1
NM_213933	AS-A
NM_213922	CARP
NM_214022	TNF
NM_214021	MYO6
NM_213932	LGALS9
NM_001244667	DNAL4
NM_001244668	DNAL4
NM_001130535	MARCH6
NM_001109947	ANGPTL1
NM_001109946	ANGPTL2
NM_001109945	CDH13
NM_001128443	GSK3B
NM_001161647	CLDN9
NM_001161646	CLDN8
NM_001244113	FGB
NM_001244173	PAX6
NM_001244172	PAX6
NM_001244167	MTCH1
NM_001244166	MTCH1
NM_001244165	LOC100626318
NM_001007517	COX5B
NM_001014971	COL5A1
NM_001033008	AGPAT1
NM_001243542	CKS1B
NM_001243530	MED21
NM_001243529	SPRYD7
NM_001243528	MRPL15
NM_001243527	PI16
NM_001123156	PBK
NM_001144123	SGCD
NM_001163411	KPNA7
NM_001195377	IFN-ALPHA-9
NM_001195375	IFN-ALPHA-17
NM_001195375	IFN-ALPHA-17
NM_001123127	HSP70
NM_001123127	HSP70
NM_001123127	HSP70
NM_001143705	DOK1
NM_001144124	SGCE
NM_001144124	SGCE
NM_001144844	SGCZ
NM_001144844	SGCZ
NM_001114676	LOC100137084
NR_045193	LOC100512700
NR_038537	MIR340-1
NM_001005208	ALB
NR_035376	MIR450A
NR_035392	MIR542
NM_001129978	UQCR10
NM_001129977	SPAG11
NM_001130974	STIM1
NM_001144111	POPDC3
NM_001144110	CRHR1
NM_001143930	INPP4A
NM_001244328	HINT2
NM_001244327	PHF11
NM_001244346	DNAJB11
NM_001244345	C17H20orf30
NM_001244344	TMEM33
NM_001244343	TMEM33
NM_001244342	NIT2
NM_001246214	IFITM2
NM_001246214	IFITM2
NM_001246213	PLSCR1
NM_001244341	PTP4A2
NM_001244339	PIGS
NM_001244337	COG4
NM_001244435	PLP2
NM_001244434	DCAF8
NM_001244433	HSPCB
NM_001244432	PES1
NM_001244431	TMEM80
NM_001244440	PMCH
NM_001244439	FAM49B
NM_001244437	RHOA
NM_001244437	RHOA
NM_001244436	TCN2
NM_001171755	SKP2
NM_001171754	CDC25B
NM_001243672	DBNDD2
NM_001243673	RPP38
NM_213970	INSL3
NM_214042	NTAN1
NM_213941	RPN2
NM_213945	PLAU
NM_214045	ZP4
NM_213944	DAD1
NM_214043	GP91-PHOX
NM_214061	MX1
NM_001144901	PSMA5
NM_001123204	TN-X
NM_001190277	ATG2B
NM_001044561	SPEF2
NM_001044561	SPEF2
NM_001105289	COL5A2
NM_001190166	CDK2AP1
NM_001244532	DHRS11
NM_001244531	PRDX3
NM_213914	FAAH
NM_213925	CD97
NM_213997	IL18
NM_214122	HRH4
NM_214121	MEOX2
NM_214028	INHBA
NM_214028	INHBA
NM_213923	APEH
NM_214013	IL12B
NM_214012	UPK2
NM_001004038	CA11
NM_001032357	RAB27A
NM_001031790	OASL
NM_001101821	ZBTB12
NM_001005730	GBA
NM_001005728	HIG2
NM_001245007	BZW2
NM_001245007	BZW2
NM_001245006	YIF1B
NM_001244894	LAYN
NM_001244893	CAMLG
NM_001245003	SPRYD3
NM_001245001	LPPR5
NM_001244900	AASS
NM_001123093	CD163L1
NM_001123093	CD163L1
NM_001097414	VDR
NM_001111256	SERPINB9
NM_001097423	ITGB6
NM_001097419	DESI2
NM_001105297	C10orf120
NM_001105306	LAG3
NM_001097506	ZFAND5
NM_001097496	CSTB
NM_001141990	RPL26L1
NM_001141988	SYN1
NM_001184756	TRIM63
NM_001184755	FTSJ1
NM_001184755	FTSJ1
NM_001184753	SPATA17
NM_001200042	BHMT
NM_001200042	BHMT
NM_001190184	DNAJC3
NM_001190290	MAP1LC3B
NM_001194975	EIF2C2
NM_001194975	EIF2C2
NM_001194973	PIWIL1
NM_001195775	LDHC
NM_001195775	LDHC
NM_001194980	CALB2
NM_001194979	GFPT1
NM_001206354	LDLR
NM_001206354	LDLR
NM_001206354	LDLR
NM_001195781	PIP4K2A
NM_001185065	PMP2
NM_001195686	C1H9orf100
NM_001195598	SRSF12
NM_001243647	WDFY1
NM_001243647	WDFY1
NM_001204770	MACROD1
NM_001204769	NLRX1
NM_001204767	BMPR1A
NM_001204766	O3FAR1
NM_001204765	ACVR2A
NM_001204759	NME1
NM_001204436	P2RY11
NM_001204435	PPAN
NM_001204393	ATP2A1
NM_001204392	ADCY10
NM_001204390	C4H1orf43
NM_001204390	C4H1orf43
NM_001204383	ARHGAP8
NM_001204382	PRR5
NM_001204374	PRKCZ
NM_001204370	TNFAIP8L2
NM_001204369	UBE2I
NM_001204283	RPS4
NM_001204244	JMJD7
NM_001204195	PALM2
NM_214452	SRY
NM_214452	SRY
NM_214280	VCP
NM_214321	PTGS2
NM_214277	ANPEP
NM_214318	CAPNS1
NM_214315	LIPE
NM_214276	CS
NM_214276	CS
NM_214316	CDKN1B
NM_214314	AR
NM_214373	TCTP
NM_214271	NTRK3
NM_214271	NTRK3
NM_001038636	PALM
NM_001038636	PALM
NM_001113705	SLA-DMA
NM_001113695	SLA-DRB1
NM_001243337	RASSF4
NM_001078688	LOC780439
NM_001044587	SRSF11
NM_001044585	CTH
NR_038571	MIR574
NM_001008687	PRNP
NM_001098592	PLDN
NM_001098591	BLOC1S5
NM_001244787	BBS4
NM_001244786	C6H16orf80
NM_001246215	UBE2L6
NM_001246238	COPG2
NM_001244672	MYF6
NM_001160273	DPPA5
NM_001160271	S100A8
NM_001160093	PRMT5
NM_001160092	SMYD3
NM_001160092	SMYD3
NM_001145388	LEPROT
NM_001159307	BPI
NM_001201381	LOC100512899
NM_001190922	COX17
NM_001171985	GNAS
NM_001190296	WDR45L
NM_001190295	WIPI2
NM_001128486	FRRS1
NM_001159304	CDK1
NM_001206381	KLHDC7B
NM_001195378	VARS
NM_001195378	VARS
NM_001038000	LOC654323
NM_001243377	LIN37
NM_001243376	GNPNAT1
NR_045016	LOC100626841
NM_001177906	S100A9
NM_001195511	GYS2
NM_001195510	SMAD9
NM_001195509	CYP3A22
NM_001195509	CYP3A22
NM_001195509	CYP3A22
NM_001195509	CYP3A22
NM_001195508	GYS1
NM_001195399	BMP2
NM_001195399	BMP2
NM_001205405	G3BP1
NM_001205405	G3BP1
NM_001195779	GKN1
NM_001205403	TBCB
NM_001205377	NDUFA4L2
NM_001205377	NDUFA4L2
NM_001195374	ZFPM2
NM_001195372	TXNDC8
NM_001195370	SPIN1
NM_001123177	RAB33A
NM_001123200	TES
NM_001123190	RHOF
NM_001123186	RARRES2
NM_001129955	RPL23
NM_001128438	FOXP3
NM_001243030	PTCD3
NR_038553	MIR34C-1
NM_001123205	TOB1
NM_001098585	AP3B1
NM_001257276	ACLY
NM_001177928	SPACA3
NM_001177927	APC10
NM_001244231	PNN
NM_001244234	ALG10
NM_001244232	LIN7B
NM_213971	CLU
NM_214060	ESD
NM_213958	TLR9
NM_213956	HNF1B
NM_214056	MT-III
NM_213959	ANGPT1
NM_214052	PLCD4
NM_213951	NST
NM_213966	LCTHIO
NM_213819	LOC396757
NM_213818	LOC396756
NM_001244834	GAS2L1
NM_001244833	ADH5
NM_213815	CD55
NM_001244832	MRPS34
NM_001044593	LOC733663
NM_001044593	LOC733663
NM_001044593	LOC733663
NM_001044596	KCNS3
NM_001099929	CREB1
NM_001110429	MEA1
NM_001243400	HIATL1
NM_001244263	KIAA1715
NM_214411	COX7A1
NM_214399	IL6
NM_214399	IL6
NM_214408	PRDX6
NM_214398	APOA1
NM_214397	DLST
NM_214406	GALM
NM_214395	SERPINA1
NM_214403	IL6R
NM_214135	IL7
NM_214109	CELA2A
NM_214108	DPEP1
NM_214131	CASP3
NM_214228	PTGDS
NM_214128	PPP3CA
NM_214128	PPP3CA
NM_214130	CYSLTR2
NM_001038001	MITF
NM_001243205	UTP15
NM_001167635	IVD
NM_001171751	FBXO7
NM_001172586	PROK1
NM_001172585	SIM1
NM_001172369	ROPN1
NM_001172369	ROPN1
NM_001172368	CSRP3
NM_001172367	MLH1
NM_001172367	MLH1
NM_214179	NR5A1
NM_214179	NR5A1
NM_214226	ADAP1
NM_214226	ADAP1
NM_214180	GHSR
NM_214180	GHSR
NM_214224	HPD
NM_001244746	C16H5orf44
NM_213766	HSP70.2
NM_001244725	MOCS2
NM_001244729	C3H2orf40
NM_001244728	VMO1
NM_001244727	FDXR
NM_001244726	METTL13
NM_001244723	EIF3D
NM_213748	TNNT1
NM_001244675	SMEK2
NM_001244711	LIMD2
NM_001244699	PVRIG
NM_001244707	VAMP4
NM_001244696	C9H11orf54
NM_001244695	PLA2G2D
NM_001244704	MIIP
NM_001244691	TRIM55
NM_001244700	ID1
NM_213741	TROP
NM_214118	CSF2
NM_214219	KCNMA1
NM_214098	IL-18RA
NM_213998	ITGA2B
NM_214100	CTR1
NM_213989	OCT1
NM_001243574	ACAD8
NM_001190174	MRO
NM_001190169	HOGA1
NM_001190168	S100A14
NM_001243550	DUOXA2
NM_001243549	EXTL2
NM_001243548	PABPN1
NM_001243547	AGPHD1
NM_001243546	CD200R1
NM_001243546	CD200R1
NM_001243545	EEF1E1
NM_001243543	TAGAP
NM_001244875	RAB11B
NM_001243026	C7H6orf106
NM_001243026	C7H6orf106
NM_001206336	LBX1
NM_001206336	LBX1
NM_001206553	WAP-3
NR_038524	MIR29A
NM_001113286	LOC396897
